process,software,data item,data model,data format specification
concept design,fortran application,,,
concept design,wikipedia,,,
concept design,eclipse plugin,,,
concept design,protégé,,,
concept design,rce,,,
concept design,oracle server,,,
concept design,workflow systems,,,
concept design,sumo,,,
concept design,inverted index,,,
concept design,share point,,,
concept design,surrogate model repository,,,
concept design,cloud visualization,,,
concept design,kaon,,,
concept design,java application,,,
concept design,,word doc,,
concept design,,animation,,
concept design,,external web page,,
concept design,,explicit geometry,,
concept design,,freebase,,
concept design,,animations,,
concept design,,system definition,,
concept design,,design parts,,
concept design,,implicit geometry,,
concept design,,knowledge graph,,
concept design,,documents,,
concept design,,measurement data,,
concept design,,assemblies,,
concept design,,taxonomy,,
concept design,,business logic,,
concept design,,bom,,
concept design,,image,,
concept design,,quantity,,
concept design,,cad representation,,
concept design,,forms,,
concept design,,sysml model,,
concept design,,object definitions,,
concept design,,metadata,,
concept design,,ikewiki,,
concept design,,knowledge base,,
concept design,,tools needed,,
concept design,,word processor documents,,
concept design,,cfd simulation data,,
concept design,,audio,,
concept design,,difficulty,,
concept design,,description,,
concept design,,sweetwiki,,
concept design,,mind map,,
concept design,,babelnet,,
concept design,,live video,,
concept design,,capp,,
concept design,,ontology,,
concept design,,cad,,
concept design,,tooling parts,,
concept design,,cfd code,,
concept design,,material,,
concept design,,video,,
concept design,,section description,,
concept design,,point clouds,,
concept design,,pdf files,,
concept design,,manufacturing method,,
concept design,,lexical data,,
concept design,,process definitions,,
concept design,,images,,
concept design,,,rds,
concept design,,,kadmos,
concept design,,,codex,
concept design,,,mdax,
concept design,,,nosql,
concept design,,,cmdows,
concept design,,,vampzero,
concept design,,,yawl,
concept design,,,orbital space environment domain ontology,
concept design,,,owl-ql,
concept design,,,uml,
concept design,,,python,
concept design,,,cypher,
concept design,,,dtad,
concept design,,,sysml,
concept design,,,topic maps,
concept design,,,openvsp,
concept design,,,bond graphs,
concept design,,,aerospace ontology,
concept design,,,vba,
concept design,,,sql,
concept design,,,xml-schema-definition,
concept design,,,rvf,
concept design,,,fortan,
concept design,,,postgresql,
concept design,,,airspace system ontology,
concept design,,,owl dl,
concept design,,,cco,
concept design,,,wordnet,
concept design,,,sysml ,
concept design,,,serql,
concept design,,,nasa taxonomy,
concept design,,,multiwordnet,
concept design,,,sparql,
concept design,,,xquery,
concept design,,,express,
concept design,,,bfo,
concept design,,,addam,
concept design,,,,soap
concept design,,,,acis
concept design,,,,wav
concept design,,,,ad_asm
concept design,,,,jpeg
concept design,,,,flash
concept design,,,,mov
concept design,,,,csv
concept design,,,,dwg
concept design,,,,gif
concept design,,,,vrml
concept design,,,,rdf
concept design,,,,mpeg
concept design,,,,wmv
concept design,,,,ms excel
concept design,,,,xml
concept design,,,,ad_prt
concept design,,,,iges
concept design,,,,database
concept design,,,,cpacs
concept design,,,,html
concept design,,,,owl
concept design,,,,postscript
concept design,,,,jpgs
concept design,,,,txt
concept design,,,,ms word
concept design,,,,parasolid
concept design,,,,wrp
concept design,,,,dxf
concept design,,,,direct api
concept design,,,,pdf
concept design,,,,flat file
concept design,,,,tiff
concept design,,,,dwf
concept design,,,,jpg
concept design,,,,stl
concept design,,,,step
concept design,,,,json
concept design,,,,png
concept design,,,,igs
concept design,,,,add
solving,pest,,,
solving,multilinq,,,
solving,cfview,,,
solving,jade,,,
solving,visualization package,,,
solving,git,,,
solving,multi-agent collaborative system,,,
solving,qfview web interface,,,
solving,optimus workflow management tool,,,
solving,tigl,,,
solving,eclipse,,,
solving,data mining,,,
solving,ceasiom,,,
solving,hyper-pareto frontier visualization,,,
solving,api,,,
solving,excel,,,
solving,express application,,,
solving,spss,,,
solving,reasoner,,,
solving,python application,,,
solving,tr,,,
solving,vivisimo,,,
solving,ke-chain,,,
solving,web-based decision tool,,,
solving,catia,,,
solving,imagenet,,,
solving,brics technology,,,
solving,product data management system,,,
solving,proteus,,,
solving,sas,,,
solving,prado,,,
solving,aaa,,,
solving, engineering java programming,,,
solving,word,,,
solving,expert systems,,,
solving,daedalus,,,
solving,google,,,
solving,brics,,,
solving,modelcenter,,,
solving,oracle,,,
solving,openmdao,,,
solving,optimus,,,
solving,solidworks,,,
solving,whatsopt,,,
solving,access,,,
solving,tixi,,,
solving,file server,,,
solving,cad programming interface,,,
solving,outlook,,,
solving,flops,,,
solving,isight,,,
solving,triple store,,,
solving,web server,,,
solving,ug,,,
solving,networkx,,,
solving,ideas,,,
solving,learning tools,,,
solving,matlab,,,
solving,tornado,,,
solving,fsms,,,
solving,fortran application,,,
solving,wikipedia,,,
solving,eclipse plugin,,,
solving,protégé,,,
solving,rce,,,
solving,oracle server,,,
solving,workflow systems,,,
solving,sumo,,,
solving,inverted index,,,
solving,share point,,,
solving,surrogate model repository,,,
solving,cloud visualization,,,
solving,kaon,,,
solving,java application,,,
solving,,word doc,,
solving,,animation,,
solving,,external web page,,
solving,,explicit geometry,,
solving,,freebase,,
solving,,animations,,
solving,,system definition,,
solving,,design parts,,
solving,,implicit geometry,,
solving,,knowledge graph,,
solving,,documents,,
solving,,measurement data,,
solving,,assemblies,,
solving,,taxonomy,,
solving,,business logic,,
solving,,bom,,
solving,,image,,
solving,,quantity,,
solving,,cad representation,,
solving,,forms,,
solving,,sysml model,,
solving,,object definitions,,
solving,,metadata,,
solving,,knowledge base,,
solving,,tools needed,,
solving,,word processor documents,,
solving,,cfd simulation data,,
solving,,audio,,
solving,,difficulty,,
solving,,description,,
solving,,sweetwiki,,
solving,,mind map,,
solving,,live video,,
solving,,capp,,
solving,,ontology,,
solving,,cad,,
solving,,tooling parts,,
solving,,cfd code,,
solving,,material,,
solving,,video,,
solving,,section description,,
solving,,point clouds,,
solving,,pdf files,,
solving,,manufacturing method,,
solving,,lexical data,,
solving,,process definitions,,
solving,,images,,
solving,,,rds,
solving,,,kadmos,
solving,,,codex,
solving,,,mdax,
solving,,,nosql,
solving,,,cmdows,
solving,,,vampzero,
solving,,,orbital space environment domain ontology,
solving,,,owl-ql,
solving,,,uml,
solving,,,python,
solving,,,cypher,
solving,,,sysml,
solving,,,topic maps,
solving,,,openvsp,
solving,,,bond graphs,
solving,,,aerospace ontology,
solving,,,vba,
solving,,,sql,
solving,,,xml-schema-definition,
solving,,,rvf,
solving,,,postgresql,
solving,,,airspace system ontology,
solving,,,owl dl,
solving,,,cco,
solving,,,wordnet,
solving,,,sysml ,
solving,,,nasa taxonomy,
solving,,,sparql,
solving,,,xquery,
solving,,,express,
solving,,,bfo,
solving,,,addam,
solving,,,,soap
solving,,,,acis
solving,,,,wav
solving,,,,ad_asm
solving,,,,jpeg
solving,,,,flash
solving,,,,mov
solving,,,,csv
solving,,,,gif
solving,,,,vrml
solving,,,,rdf
solving,,,,mpeg
solving,,,,ms excel
solving,,,,xml
solving,,,,ad_prt
solving,,,,iges
solving,,,,database
solving,,,,cpacs
solving,,,,html
solving,,,,owl
solving,,,,txt
solving,,,,ms word
solving,,,,parasolid
solving,,,,direct api
solving,,,,pdf
solving,,,,flat file
solving,,,,tiff
solving,,,,dwf
solving,,,,jpg
solving,,,,stl
solving,,,,step
solving,,,,json
solving,,,,png
solving,,,,igs
solving,,,,add
engine analysis,pest,,,
engine analysis,multilinq,,,
engine analysis,cfview,,,
engine analysis,jade,,,
engine analysis,visualization package,,,
engine analysis,git,,,
engine analysis,multi-agent collaborative system,,,
engine analysis,qfview web interface,,,
engine analysis,optimus workflow management tool,,,
engine analysis,tigl,,,
engine analysis,eclipse,,,
engine analysis,data mining,,,
engine analysis,ceasiom,,,
engine analysis,hyper-pareto frontier visualization,,,
engine analysis,api,,,
engine analysis,excel,,,
engine analysis,express application,,,
engine analysis,spss,,,
engine analysis,pykechain,,,
engine analysis,reasoner,,,
engine analysis,python application,,,
engine analysis,tr,,,
engine analysis,vivisimo,,,
engine analysis,ke-chain,,,
engine analysis,web-based decision tool,,,
engine analysis,catia,,,
engine analysis,imagenet,,,
engine analysis,brics technology,,,
engine analysis,product data management system,,,
engine analysis,jupyter notebook,,,
engine analysis,janus,,,
engine analysis,syndeia,,,
engine analysis,proteus,,,
engine analysis,sas,,,
engine analysis,prado,,,
engine analysis,aaa,,,
engine analysis, engineering java programming,,,
engine analysis,word,,,
engine analysis,mopcssoviz,,,
engine analysis,expert systems,,,
engine analysis,daedalus,,,
engine analysis,google,,,
engine analysis,semsearch,,,
